"","stand","ac_type","ac_type_long","updated_at"
"3562","B-1","319","A319",2020-05-27 02:06:39
"3563","B-1","73H","737-800 (winglets)",2020-05-27 02:06:39
"3564","B-1","738","737-800",2020-05-27 02:06:39
"3565","B-1","73G","737-700",2020-05-27 02:06:39
"3566","B-1","73W","737-700 (winglets)",2020-05-27 02:06:39
"3567","B-1","CR9","CRJ 900",2020-05-27 02:06:39
"3568","B-1","CR7","CRJ 700",2020-05-27 02:06:39
"3569","B-1","E70","EMB 170",2020-05-27 02:06:39
"3570","B-1","E75","EMB 175",2020-05-27 02:06:39
"3571","B-1","73J","737-900 (winglets)",2020-05-27 02:06:40
"3572","B-1","739","737-900",2020-05-27 02:06:40
"3573","B-1","E7W","EMB 175 winglets",2020-05-27 02:06:43
"3574","B-1","32A","Airbus A320 Sharklets",2020-05-27 02:06:43
"3575","B-1","321","A321-100/200",2020-05-27 02:06:43
"3576","B-1","221","Airbus A221",2020-05-27 02:06:43
"3577","B-1","223","Airbus A223",2020-05-27 02:06:43
"3578","B-1","752","757-200",2020-05-27 02:06:43
"3579","B-1","75W","757-200 (winglets)",2020-05-27 02:06:43
"3580","B-1","753","757-300",2020-05-27 02:06:43
"3581","B-1","75Z","757-300 (winglets)",2020-05-27 02:06:43
"3582","B-1","7M9","Boeing 737 MAX 9",2021-02-22 23:15:33
"3583","B-1","7M8","Boeing 737 MAX 8",2021-02-23 23:15:19
"3584","B-1","320","A320-100/200",2020-05-27 02:06:39
"3585","B-1","717","717",2020-05-27 02:06:41
"3586","Q-13","CR7","CRJ 700",2020-05-27 02:06:39
"3587","Q-13","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3588","Q-13","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3589","Q-13","E75","EMB 175",2020-05-27 02:06:39
"3590","Q-14","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3591","Q-14","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3592","Q-14","E75","EMB 175",2020-05-27 02:06:39
"3593","Q-14","CR7","CRJ 700",2020-05-27 02:06:39
"3594","Q-20","CR9","CRJ 900",2020-05-27 02:06:39
"3595","Q-20","737","ALL 737",2020-05-27 02:06:39
"3596","Q-20","CR7","CRJ 700",2020-05-27 02:06:39
"3597","Q-20","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3598","Q-20","CR2","CRJ 200",2020-05-27 02:06:39
"3599","Q-21","CR7","CRJ 700",2020-05-27 02:06:39
"3600","Q-21","737","ALL 737",2020-05-27 02:06:39
"3601","Q-21","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3602","Q-21","CR9","CRJ 900",2020-05-27 02:06:39
"3603","Q-21","CR2","CRJ 200",2020-05-27 02:06:39
"3604","Q-22","CR7","CRJ 700",2020-05-27 02:06:39
"3605","Q-22","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3606","Q-22","CR9","CRJ 900",2020-05-27 02:06:39
"3607","Q-22","CR2","CRJ 200",2020-05-27 02:06:39
"3608","Q-22","737","ALL 737",2020-05-27 02:06:39
"3609","Q-23","CR2","CRJ 200",2020-05-27 02:06:39
"3610","Q-23","737","ALL 737",2020-05-27 02:06:39
"3611","Q-23","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3612","Q-23","CR9","CRJ 900",2020-05-27 02:06:39
"3613","Q-23","CR7","CRJ 700",2020-05-27 02:06:39
"3614","Q-24","CR7","CRJ 700",2020-05-27 02:06:39
"3615","Q-24","CR2","CRJ 200",2020-05-27 02:06:39
"3616","Q-24","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3617","Q-24","CR9","CRJ 900",2020-05-27 02:06:39
"3618","Q-24","737","ALL 737",2020-05-27 02:06:39
"3619","N-12","738","737-800",2020-05-27 02:06:42
"3620","N-12","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"3621","N-12","73G","737-700",2020-05-27 02:06:42
"3622","N-12","319","A319",2020-05-27 02:06:42
"3623","N-12","73J","737-900 (winglets)",2020-05-27 02:06:42
"3624","N-12","73W","737-700 (winglets)",2020-05-27 02:06:42
"3625","N-12","E75","EMB 175",2020-05-27 02:06:42
"3626","N-12","320","A320-100/200",2020-05-27 02:06:42
"3627","N-12","321","A321-100/200",2020-05-27 02:06:42
"3628","N-12","32A","Airbus A320 Sharklets",2020-05-27 02:06:42
"3629","N-12","32B","Airbus A321 Sharklets",2020-05-27 02:06:42
"3630","N-12","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"3631","N-12","73H","737-800 (winglets)",2020-05-27 02:06:42
"3632","N-12","734","737-400",2020-05-27 02:06:42
"3633","N-12","E7W","EMB 175 winglets",2021-05-29 23:15:17
"3634","N-12","739","737-900",2020-05-27 02:06:42
"3635","FX-J","C208","Caravan C-208",2020-05-27 02:06:39
"3636","CG1-H2","CR9","CRJ 900",2020-05-27 02:06:39
"3637","CG1-H2","CR2","CRJ 200",2020-05-27 02:06:39
"3638","CG1-H2","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3639","CG1-H2","CR7","CRJ 700",2020-05-27 02:06:39
"3640","FX-H","C208","Caravan C-208",2020-05-27 02:06:39
"3641","FX-E","C208","Caravan C-208",2020-05-27 02:06:39
"3642","CG4-3","752","757-200",2020-05-27 02:06:39
"3643","CG4-3","753","757-300",2020-05-27 02:06:40
"3644","CG4-3","75W","757-200 (winglets)",2020-05-27 02:06:39
"3645","CG4-3","M1F","MD-11 Freighter",2020-05-27 02:06:39
"3646","CG4-3","76Y","767-300 Freighter",2020-05-27 02:06:39
"3647","CG4-3","763","767-300",2020-05-27 02:06:39
"3648","CG4-3","75F","757-200 Freighter",2020-05-27 02:06:39
"3649","CG4-3","76W","767-300 (winglets)",2020-05-27 02:06:39
"3650","CG4-3","76X","767-200 Freighter",2020-05-27 02:06:39
"3651","CG1-H1","REG","All Regional",2020-05-27 02:06:39
"3652","FX-F","C208","Caravan C-208",2020-05-27 02:06:39
"3653","FX-K","C208","Caravan C-208",2020-05-27 02:06:39
"3654","CG4-7","753","757-300",2020-05-27 02:06:40
"3655","CG4-7","76Y","767-300 Freighter",2020-05-27 02:06:39
"3656","CG4-7","76X","767-200 Freighter",2020-05-27 02:06:39
"3657","CG4-7","75F","757-200 Freighter",2020-05-27 02:06:39
"3658","CG4-7","75W","757-200 (winglets)",2020-05-27 02:06:39
"3659","CG4-7","752","757-200",2020-05-27 02:06:39
"3660","CG4-7","76W","767-300 (winglets)",2020-05-27 02:06:39
"3661","CG4-7","M1F","MD-11 Freighter",2020-05-27 02:06:39
"3662","CG4-7","763","767-300",2020-05-27 02:06:39
"3663","CG2-5","76W","767-300 (winglets)",2022-07-18 23:16:00
"3664","CG2-5","332","A330-200",2022-07-18 23:16:00
"3665","CG2-5","333","A330-300",2022-07-18 23:16:00
"3666","CG2-5","75W","757-200 (winglets)",2022-07-18 23:16:00
"3667","CG2-5","7M7","Boeing 737 MAX 7",2022-07-18 23:16:00
"3668","CG2-5","7M8","Boeing 737 MAX 8",2022-07-18 23:16:01
"3669","CG2-5","763","767-300",2022-07-18 23:16:01
"3670","CG2-5","764","767-400",2022-07-18 23:16:01
"3671","CG2-5","73H","737-800 (winglets)",2022-07-18 23:16:01
"3672","CG2-5","73J","737-900 (winglets)",2022-07-18 23:16:01
"3673","CG2-5","M11","MD-11",2022-07-18 23:16:01
"3674","CG2-5","IL7","IL-76",2022-07-18 23:16:01
"3675","CG2-5","319","A319",2022-07-18 23:16:01
"3676","CG2-5","320","A320-100/200",2022-07-18 23:16:01
"3677","CG2-5","DC10","ALL DC10",2022-07-18 23:16:01
"3678","CG2-5","E75","EMB 175",2022-07-18 23:16:01
"3679","CG2-5","738","737-800",2022-07-18 23:16:01
"3680","CG2-5","739","737-900",2022-07-18 23:16:01
"3681","CG2-5","7M9","Boeing 737 MAX 9",2022-07-18 23:16:01
"3682","CG2-5","321","A321-100/200",2022-07-18 23:16:01
"3683","CG2-5","737","ALL 737",2022-07-18 23:16:01
"3684","CG2-5","73G","737-700",2022-07-18 23:16:01
"3685","CG2-5","E7W","EMB 175 winglets",2022-07-18 23:16:01
"3686","CG2-5","221","Airbus A221",2022-07-18 23:16:01
"3687","CG2-5","76Y","767-300 Freighter",NA
"3688","CG2-5","74Y","747-400 Freighter",NA
"3689","CG2-5","351","A350-1000",2022-10-12 23:15:23
"3690","CG2-5","339","Airbus A330-900",2021-01-26 23:15:21
"3691","CG2-5","772","777-200",NA
"3692","CG2-5","773","777-300",NA
"3693","CG2-5","77X","777-200LR Freighter",NA
"3694","CG2-5","76X","767-200 Freighter",NA
"3695","CG2-5","74N","B747-8F",2022-06-28 23:15:23
"3696","CG2-5","AB6","A300-600",2022-07-18 23:16:00
"3697","CG2-5","AN4","An-24",2022-07-18 23:16:00
"3698","CG2-5","ABB","A300-600ST Beluga",2022-07-18 23:16:00
"3699","CG2-5","32A","Airbus A320 Sharklets",2022-07-18 23:16:00
"3700","CG2-5","32B","Airbus A321 Sharklets",2022-07-18 23:16:00
"3701","CG2-5","223","Airbus A223",2022-07-18 23:16:00
"3702","CG2-5","752","757-200",2022-07-18 23:16:00
"3703","CG2-5","753","757-300",2022-07-18 23:16:00
"3704","CG2-4","E75","EMB 175",2020-05-27 02:06:41
"3705","CG2-4","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:41
"3706","CG2-4","73H","737-800 (winglets)",2021-06-15 23:15:54
"3707","CG2-4","223","Airbus A223",2020-12-30 23:15:29
"3708","CG2-4","7M8","Boeing 737 MAX 8",2021-02-26 23:15:35
"3709","CG2-4","717","717",2020-05-27 02:06:40
"3710","CG2-4","739RON","RON < 739",2020-05-27 02:06:39
"3711","CG2-4","7M9","Boeing 737 MAX 9",2021-02-26 23:15:34
"3712","CG2-4","221","Airbus A221",2020-12-30 23:15:29
"3713","CG2-6","BET","Beech twin turboprop",2020-05-27 02:06:40
"3714","CG2-6","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:41
"3715","CG2-6","753","757-300",2020-05-27 02:06:41
"3716","CG2-6","73H","737-800 (winglets)",2021-06-15 23:15:54
"3717","CG2-6","223","Airbus A223",2020-12-30 23:15:29
"3718","CG2-6","7M9","Boeing 737 MAX 9",2021-02-26 23:15:35
"3719","CG2-6","75F","757-200 Freighter",2020-10-28 23:15:19
"3720","CG2-6","717","717",2020-05-27 02:06:40
"3721","CG2-6","739RON","RON < 739",2020-05-27 02:06:39
"3722","CG2-6","752RON","RON < 75W",2020-05-27 02:06:39
"3723","CG2-6","7M8","Boeing 737 MAX 8",2021-02-26 23:15:34
"3724","CG2-6","221","Airbus A221",2020-12-30 23:15:29
"3725","FX-I","AT7","ATR 72",2020-05-27 02:06:39
"3726","FX-I","C208","Caravan C-208",2020-05-27 02:06:39
"3727","FX-I","AT4","ATR 42-300 / 320",2020-05-27 02:06:39
"3728","FX-G","C208","Caravan C-208",2020-05-27 02:06:39
"3729","Q-30","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3730","Q-32","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3731","Q-31","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3732","Q-33","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3733","Q-16","CR7","CRJ 700",2021-05-29 23:15:14
"3734","Q-16","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3735","Q-16","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3736","Q-16","E75","EMB 175",2021-05-29 23:15:14
"3737","Q-17","QXA","ALL Horizon Aircraft",2020-05-27 02:06:39
"3738","Q-17","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3739","Q-41","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3740","Q-42","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3741","Q-15","CR7","CRJ 700",2021-05-29 23:15:14
"3742","Q-15","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3743","Q-15","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3744","Q-15","E75","EMB 175",2021-05-29 23:15:14
"3745","Q-1","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3746","Q-1","CR7","CRJ 700",2021-05-29 23:15:14
"3747","Q-18","QXA","ALL Horizon Aircraft",2020-05-27 02:06:39
"3748","Q-18","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3749","Q-40","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3750","C-4","73W","737-700 (winglets)",2021-05-29 23:15:14
"3751","C-4","7M8","Boeing 737 MAX 8",2021-05-29 23:15:15
"3752","C-4","7M9","Boeing 737 MAX 9",2021-05-29 23:15:16
"3753","C-4","73J","737-900 (winglets)",2021-05-29 23:15:14
"3754","C-4","739","737-900",2021-05-29 23:15:13
"3755","C-4","73G","737-700",2021-05-29 23:15:13
"3756","C-4","73H","737-800 (winglets)",2021-05-29 23:15:13
"3757","C-4","738","737-800",2021-05-29 23:15:13
"3758","C-6","73W","737-700 (winglets)",2021-05-29 23:15:14
"3759","C-6","E75","EMB 175",2021-05-29 23:15:14
"3760","C-6","7M8","Boeing 737 MAX 8",2021-05-29 23:15:15
"3761","C-6","7M9","Boeing 737 MAX 9",2021-05-29 23:15:16
"3762","C-6","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3763","C-6","73J","737-900 (winglets)",2021-05-29 23:15:14
"3764","C-6","738","737-800",2021-05-29 23:15:13
"3765","C-6","739","737-900",2021-05-29 23:15:13
"3766","C-6","73G","737-700",2021-05-29 23:15:13
"3767","C-6","73H","737-800 (winglets)",2021-05-29 23:15:13
"3768","C-6","734","737-400",2021-05-29 23:15:13
"3769","C-8","73J","737-900 (winglets)",2021-05-29 23:15:14
"3770","C-8","73W","737-700 (winglets)",2021-05-29 23:15:14
"3771","C-8","E75","EMB 175",2021-05-29 23:15:14
"3772","C-8","7M8","Boeing 737 MAX 8",2021-05-29 23:15:16
"3773","C-8","7M9","Boeing 737 MAX 9",2021-05-29 23:15:16
"3774","C-8","73H","737-800 (winglets)",2021-05-29 23:15:14
"3775","C-8","734","737-400",2021-05-29 23:15:13
"3776","C-8","738","737-800",2021-05-29 23:15:13
"3777","C-8","739","737-900",2021-05-29 23:15:13
"3778","C-8","73G","737-700",2021-05-29 23:15:13
"3779","C-8","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3780","B-4","E7W","EMB 175 winglets",2020-05-27 02:06:43
"3781","B-4","E70","EMB 170",2020-05-27 02:06:40
"3782","B-4","CR7","CRJ 700",2020-05-27 02:06:39
"3783","B-4","E75","EMB 175",2020-05-27 02:06:39
"3784","B-4","CR9","CRJ 900",2020-05-27 02:06:39
"3785","B-4","CR2","CRJ 200",2020-05-27 02:06:39
"3786","N-12A","ASA","ALL Alaska Mainline",2020-05-27 02:06:39
"3787","N-12B","ASA","ALL Alaska Mainline",2020-05-27 02:06:39
"3788","N-12C","ASA","ALL Alaska Mainline",2020-05-27 02:06:39
"3789","N-12D","ASA","ALL Alaska Mainline",2020-05-27 02:06:39
"3790","N-12E","ASA","ALL Alaska Mainline",2020-05-27 02:06:39
"3791","A-14R","E90","EMB 190",2020-05-27 02:06:40
"3792","A-14R","739RON","RON < 739",2020-05-27 02:06:41
"3793","A-14R","319","A319",2020-05-27 02:06:39
"3794","A-14R","UAX","UNITED EXPRESS",2020-05-27 02:06:39
"3795","A-14R","320","A320-100/200",2020-05-27 02:06:39
"3796","A-14R","REG","All Regional",2020-05-27 02:06:39
"3797","D-11R","320","A320-100/200",2020-05-27 02:06:40
"3798","D-11R","321","A321-100/200",2020-05-27 02:06:41
"3799","D-11R","REG","All Regional",2020-05-27 02:06:39
"3800","D-11R","ASA","ALL Alaska Mainline",2020-05-27 02:06:39
"3801","D-11R","737","ALL 737",2020-05-27 02:06:39
"3802","CG7-8","73W","737-700 (winglets)",2020-05-27 02:06:43
"3803","CG7-8","321","A321-100/200",2020-05-27 02:06:39
"3804","CG7-8","CG7 REG","Cargo 7 Regional",2020-05-27 02:06:43
"3805","CG7-8","E7W","EMB 175 winglets",2021-06-11 23:15:25
"3806","CG7-8","CS1","CS100 Bombardier",2020-05-27 02:06:43
"3807","CG7-8","CS3","CS300 Bombardier",2020-05-27 02:06:43
"3808","CG7-8","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"3809","CG7-8","7M8","Boeing 737 MAX 8",2021-02-23 23:15:19
"3810","CG7-8","319","A319",2020-05-27 02:06:42
"3811","CG7-8","320","A320-100/200",2020-05-27 02:06:42
"3812","CG7-8","738","737-800",2020-05-27 02:06:43
"3813","CG7-8","739","737-900",2020-05-27 02:06:43
"3814","CG7-8","73G","737-700",2020-05-27 02:06:43
"3815","CG7-8","73H","737-800 (winglets)",2020-05-27 02:06:43
"3816","CG7-8","73J","737-900 (winglets)",2020-05-27 02:06:43
"3817","CG7-8","221","Airbus A221",2020-05-27 02:06:41
"3818","CG7-8","223","Airbus A223",2020-05-27 02:06:41
"3819","CG7-8","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"3820","CG7-8","32A","Airbus A320 Sharklets",2020-05-27 02:06:43
"3821","CG7-9","73W","737-700 (winglets)",2020-05-27 02:06:43
"3822","CG7-9","223","Airbus A223",2020-05-27 02:06:41
"3823","CG7-9","32A","Airbus A320 Sharklets",2020-05-27 02:06:43
"3824","CG7-9","CG7 REG","Cargo 7 Regional",2020-05-27 02:06:43
"3825","CG7-9","E7W","EMB 175 winglets",2021-06-11 23:15:25
"3826","CG7-9","CS3","CS300 Bombardier",2020-05-27 02:06:43
"3827","CG7-9","CS1","CS100 Bombardier",2020-05-27 02:06:43
"3828","CG7-9","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"3829","CG7-9","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"3830","CG7-9","734","737-400",2020-05-27 02:06:43
"3831","CG7-9","738","737-800",2020-05-27 02:06:43
"3832","CG7-9","739","737-900",2020-05-27 02:06:43
"3833","CG7-9","73G","737-700",2020-05-27 02:06:43
"3834","CG7-9","73H","737-800 (winglets)",2020-05-27 02:06:43
"3835","CG7-9","73J","737-900 (winglets)",2020-05-27 02:06:43
"3836","CG7-9","319","A319",2020-05-27 02:06:41
"3837","CG7-9","320","A320-100/200",2020-05-27 02:06:41
"3838","CG7-9","321","A321-100/200",2020-05-27 02:06:41
"3839","CG7-9","717","717",2020-05-27 02:06:41
"3840","CG7-9","221","Airbus A221",2020-05-27 02:06:41
"3841","CG7-9","32B","Airbus A321 Sharklets",2020-05-27 02:06:43
"3842","CG7-10","32B","Airbus A321 Sharklets",2020-05-27 02:06:43
"3843","CG7-10","223","Airbus A223",2020-05-27 02:06:41
"3844","CG7-10","CG7 REG","Cargo 7 Regional",2020-05-27 02:06:43
"3845","CG7-10","E7W","EMB 175 winglets",2021-06-11 23:15:25
"3846","CG7-10","CS3","CS300 Bombardier",2020-05-27 02:06:43
"3847","CG7-10","CS1","CS100 Bombardier",2020-05-27 02:06:43
"3848","CG7-10","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"3849","CG7-10","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"3850","CG7-10","319","A319",2020-05-27 02:06:43
"3851","CG7-10","320","A320-100/200",2020-05-27 02:06:43
"3852","CG7-10","738","737-800",2020-05-27 02:06:43
"3853","CG7-10","739","737-900",2020-05-27 02:06:43
"3854","CG7-10","73G","737-700",2020-05-27 02:06:43
"3855","CG7-10","73H","737-800 (winglets)",2020-05-27 02:06:43
"3856","CG7-10","73J","737-900 (winglets)",2020-05-27 02:06:43
"3857","CG7-10","73W","737-700 (winglets)",2020-05-27 02:06:43
"3858","CG7-10","321","A321-100/200",2020-05-27 02:06:41
"3859","CG7-10","717","717",2020-05-27 02:06:41
"3860","CG7-10","221","Airbus A221",2020-05-27 02:06:41
"3861","CG7-10","32A","Airbus A320 Sharklets",2020-05-27 02:06:43
"3862","CG7-11","32A","Airbus A320 Sharklets",2020-05-27 02:06:43
"3863","CG7-11","223","Airbus A223",2020-05-27 02:06:41
"3864","CG7-11","E7W","EMB 175 winglets",2021-06-11 23:15:25
"3865","CG7-11","CS3","CS300 Bombardier",2020-05-27 02:06:43
"3866","CG7-11","CS1","CS100 Bombardier",2020-05-27 02:06:43
"3867","CG7-11","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"3868","CG7-11","319","A319",2020-05-27 02:06:43
"3869","CG7-11","320","A320-100/200",2020-05-27 02:06:43
"3870","CG7-11","738","737-800",2020-05-27 02:06:43
"3871","CG7-11","73G","737-700",2020-05-27 02:06:43
"3872","CG7-11","73H","737-800 (winglets)",2020-05-27 02:06:43
"3873","CG7-11","73W","737-700 (winglets)",2020-05-27 02:06:43
"3874","CG7-11","717","717",2020-05-27 02:06:41
"3875","CG7-11","221","Airbus A221",2020-05-27 02:06:41
"3876","CG7-11","CG7 REG","Cargo 7 Regional",2020-05-27 02:06:43
"3877","CG2-10","339","Airbus A330-900",2021-01-26 23:15:21
"3878","CG2-10","781","BOEING 787-10",2021-06-25 23:15:49
"3879","CG2-10","75F","757-200 Freighter",2020-05-27 02:06:40
"3880","CG2-10","M1F","MD-11 Freighter",2020-05-27 02:06:40
"3881","CG2-10","742","747-200",2020-05-27 02:06:40
"3882","CG2-10","752RON","RON < 75W",2020-05-27 02:06:40
"3883","CG2-10","A4F","An-124",2020-05-27 02:06:40
"3884","CG2-10","333","A330-300",2020-05-27 02:06:40
"3885","CG2-10","77X","777-200LR Freighter",2020-05-27 02:06:40
"3886","CG2-10","772","777-200",2020-05-27 02:06:40
"3887","CG2-10","332","A330-200",2020-05-27 02:06:40
"3888","CG2-10","744","747-400",2020-05-27 02:06:40
"3889","CG2-10","77L","777-200LR",2020-05-27 02:06:40
"3890","CG2-9","73H","737-800 (winglets)",2021-06-15 23:15:54
"3891","CG2-9","76X","767-200 Freighter",2020-05-27 02:06:40
"3892","CG2-9","76Y","767-300 Freighter",2020-05-27 02:06:40
"3893","CG2-9","752RONNORJ","RON < 75W",2020-05-27 02:06:41
"3894","CG2-9","7M9","Boeing 737 MAX 9",2021-03-02 23:16:07
"3895","CG2-9","753","757-300",2020-05-27 02:06:39
"3896","CG2-9","767","ALL 767",2020-05-27 02:06:39
"3897","CG2-9","7M8","Boeing 737 MAX 8",2021-03-02 23:16:07
"3898","CG2-9","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:41
"3899","CG2-11","73H","737-800 (winglets)",2021-06-15 23:15:54
"3900","CG2-11","76X","767-200 Freighter",2020-05-27 02:06:40
"3901","CG2-11","76Y","767-300 Freighter",2020-05-27 02:06:40
"3902","CG2-11","752RONNORJ","RON < 75W",2020-05-27 02:06:41
"3903","CG2-11","7M8","Boeing 737 MAX 8",2021-03-02 23:16:07
"3904","CG2-11","75F","757-200 Freighter",2020-05-27 02:06:40
"3905","CG2-11","753","757-300",2020-05-27 02:06:39
"3906","CG2-11","767","ALL 767",2020-05-27 02:06:39
"3907","CG2-11","7M9","Boeing 737 MAX 9",2021-03-02 23:16:07
"3908","CG2-11","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:41
"3909","CG2-13","744","747-400",2020-07-19 23:15:32
"3910","CG2-13","339","Airbus A330-900",2021-01-26 23:15:21
"3911","CG2-13","772","777-200",2020-05-27 02:06:42
"3912","CG2-13","73H","737-800 (winglets)",2021-06-15 23:15:54
"3913","CG2-13","781","BOEING 787-10",2021-06-25 23:15:49
"3914","CG2-13","788","787-8",2020-05-27 02:06:43
"3915","CG2-13","789","787-9",2020-05-27 02:06:43
"3916","CG2-13","74Y","747-400 Freighter",2020-05-27 02:06:43
"3917","CG2-13","76X","767-200 Freighter",2020-05-27 02:06:40
"3918","CG2-13","76Y","767-300 Freighter",2020-05-27 02:06:40
"3919","CG2-13","77X","777-200LR Freighter",2020-05-27 02:06:40
"3920","CG2-13","332","A330-200",2020-05-27 02:06:42
"3921","CG2-13","333","A330-300",2020-05-27 02:06:42
"3922","CG2-13","M1F","MD-11 Freighter",2020-05-27 02:06:42
"3923","CG2-13","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:42
"3924","CG2-13","ANF","An-12",2020-05-27 02:06:42
"3925","CG2-13","IL7","IL-76",2020-05-27 02:06:42
"3926","CG2-13","752RONNORJ","RON < 75W",2020-05-27 02:06:41
"3927","CG2-13","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:41
"3928","CG2-13","ABY","A600-600 Freighter",2020-05-27 02:06:41
"3929","CG2-13","753","757-300",2020-05-27 02:06:39
"3930","CG2-13","767","ALL 767",2020-05-27 02:06:39
"3931","CG2-13","7M9","Boeing 737 MAX 9",2021-03-02 23:16:07
"3932","CG2-13","7M8","Boeing 737 MAX 8",2021-03-02 23:16:07
"3933","CG2-15","74N","B747-8F",2020-05-27 02:06:43
"3934","CG2-15","762","767-200",NA
"3935","CG2-15","332","A330-200",NA
"3936","CG2-15","333","A330-300",NA
"3937","CG2-15","339","Airbus A330-900",NA
"3938","CG2-15","7M9","Boeing 737 MAX 9",2021-02-26 23:15:34
"3939","CG2-15","763","767-300",NA
"3940","CG2-15","781","BOEING 787-10",NA
"3941","CG2-15","35L","Airbus A350-900",NA
"3942","CG2-15","351","A350-1000",2022-10-12 23:15:23
"3943","CG2-15","ALL","ALL",2020-05-27 02:06:39
"3944","CG2-15","359","A350-900",NA
"3945","CG2-20","ALL","ALL",2020-05-27 02:06:39
"3946","CG2-20","380","A380",2020-05-27 02:06:39
"3947","CG2-20","A5F","An-225",2020-05-27 02:06:39
"3948","CG2-1","E7W","EMB 175 winglets",2022-10-20 23:15:21
"3949","CG2-1","221","Airbus A221",2020-12-30 23:15:29
